397,0,167,min,
601,21,370,max,
398,9,369,player,
397,0,167,sand,
397,1,167,diamondblock,
397,0,168,sand,
397,1,168,goldblock,
397,0,169,sand,
397,1,169,goldblock,
397,0,170,sand,
397,1,170,goldblock,
397,0,171,sand,
397,1,171,goldblock,
397,0,172,sand,
397,1,172,goldblock,
397,0,173,sand,
397,1,173,goldblock,
397,0,174,sand,
397,1,174,diamondblock,
397,0,175,sand,
397,1,175,diamondblock,
397,0,176,sand,
397,1,176,goldblock,
397,0,177,sand,
397,1,177,goldblock,
397,0,178,sand,
397,1,178,goldblock,
397,0,179,sand,
397,1,179,diamondblock,
397,0,180,sand,
397,1,180,goldblock,
397,0,181,sand,
397,1,181,diamondblock,
397,0,182,sand,
397,1,182,diamondblock,
397,0,183,sand,
397,1,183,diamondblock,
397,0,184,sand,
397,1,184,goldblock,
397,0,185,sand,
397,1,185,goldblock,
397,0,186,sand,
397,1,186,goldblock,
397,0,187,sand,
397,1,187,goldblock,
397,0,188,sand,
397,1,188,goldblock,
397,0,189,sand,
397,1,189,goldblock,
397,0,190,sand,
397,1,190,diamondblock,
397,0,191,sand,
397,1,191,diamondblock,
397,0,192,sand,
397,1,192,diamondblock,
397,0,193,sand,
397,1,193,goldblock,
397,0,194,sand,
397,1,194,diamondblock,
397,0,195,sand,
397,1,195,goldblock,
397,0,196,sand,
397,1,196,goldblock,
397,0,197,sand,
397,1,197,goldblock,
397,0,198,sand,
397,1,198,diamondblock,
397,0,199,sand,
397,1,199,diamondblock,
397,0,200,sand,
397,1,200,diamondblock,
397,0,201,sand,
397,1,201,goldblock,
397,0,202,sand,
397,1,202,diamondblock,
397,0,203,sand,
397,1,203,goldblock,
397,0,204,sand,
397,1,204,goldblock,
397,0,205,sand,
397,1,205,goldblock,
397,0,206,sand,
397,1,206,diamondblock,
397,0,207,sand,
397,1,207,diamondblock,
397,0,208,sand,
397,1,208,goldblock,
397,0,209,sand,
397,1,209,goldblock,
397,0,210,sand,
397,1,210,goldblock,
397,0,211,sand,
397,1,211,goldblock,
397,0,212,sand,
397,1,212,goldblock,
397,0,213,sand,
397,1,213,goldblock,
397,0,214,sand,
397,1,214,diamondblock,
397,0,215,sand,
397,1,215,diamondblock,
397,0,216,sand,
397,1,216,goldblock,
397,0,217,sand,
397,1,217,goldblock,
397,0,218,sand,
397,1,218,goldblock,
397,0,219,sand,
397,1,219,goldblock,
397,0,220,sand,
397,1,220,goldblock,
397,0,221,sand,
397,1,221,goldblock,
397,0,222,sand,
397,1,222,diamondblock,
397,0,223,sand,
397,1,223,diamondblock,
397,0,224,sand,
397,1,224,goldblock,
397,0,225,sand,
397,1,225,goldblock,
397,0,226,sand,
397,1,226,goldblock,
397,0,227,sand,
397,1,227,goldblock,
397,0,228,sand,
397,1,228,goldblock,
397,0,229,sand,
397,1,229,goldblock,
397,0,230,sand,
397,1,230,diamondblock,
397,0,231,sand,
397,1,231,diamondblock,
397,0,232,sand,
397,1,232,diamondblock,
397,0,233,sand,
397,1,233,goldblock,
397,0,234,sand,
397,1,234,diamondblock,
397,0,235,sand,
397,1,235,goldblock,
397,0,236,sand,
397,1,236,goldblock,
397,0,237,sand,
397,1,237,goldblock,
397,0,238,sand,
397,1,238,diamondblock,
397,0,239,sand,
397,1,239,diamondblock,
397,0,240,sand,
397,1,240,diamondblock,
397,0,241,sand,
397,1,241,goldblock,
397,0,242,sand,
397,1,242,goldblock,
397,0,243,sand,
397,1,243,diamondblock,
397,0,244,sand,
397,1,244,goldblock,
397,0,245,sand,
397,1,245,goldblock,
397,0,246,sand,
397,1,246,diamondblock,
397,0,247,sand,
397,1,247,diamondblock,
397,0,248,sand,
397,1,248,goldblock,
